,NU_NOTA_CN,IN_IDOSO,Q026,TP_STATUS_REDACAO,IN_CEGUEIRA,Q006,NU_NOTA_LC,NU_NOTA_COMP1,Q002,NU_NOTA_COMP2,TP_LINGUA,IN_DISCALCULIA,TP_SEXO,TP_PRESENCA_LC,NU_NOTA_COMP3,Q047,NU_NOTA_CH,Q001,TP_ESCOLA,CO_UF_RESIDENCIA,IN_TREINEIRO,NU_INSCRICAO,TP_NACIONALIDADE,NU_NOTA_COMP4,Q025,TP_COR_RACA,IN_SURDEZ,TP_PRESENCA_CN,NU_NOTA_COMP5,TP_PRESENCA_CH,TP_ST_CONCLUSAO,NU_NOTA_REDACAO,IN_DISLEXIA,IN_SABATISTA,IN_BAIXA_VISAO,TP_ANO_CONCLUIU,IN_GESTANTE,Q024,NU_IDADE,NU_NOTA_MT
5234,407.9,0,A,1.0,0,C,436.2,140.0,C,120.0,1,0,F,1,100.0,A,477.6,C,1,23,1,f946bb348a10e6d07f40b7aed7a5bbde37683095,1,160.0,B,3,0,1,120.0,1,3,640.0,0,0,0,0,0,B,16,356.4
5235,484.0,0,A,1.0,0,C,566.0,120.0,C,120.0,0,0,F,1,120.0,E,552.3,F,3,41,0,fe80ea015f5261df485a8c5b55744e2b275c7619,2,120.0,A,2,0,1,100.0,1,2,580.0,0,1,0,0,0,B,17,459.9
5236,489.8,0,A,1.0,0,D,421.0,120.0,D,120.0,1,0,M,1,80.0,E,520.1,E,1,21,0,05a018fa168c023dd3abdf5b1224c232e154201d,2,80.0,A,3,0,1,80.0,1,1,480.0,0,0,0,3,0,B,21,555.5
5237,560.5,0,A,1.0,0,C,563.7,120.0,E,120.0,0,0,F,1,120.0,A,644.0,E,2,23,0,764bea52bc136d01a869543cf17c056715e65b83,1,120.0,B,3,0,1,120.0,1,2,600.0,0,0,0,0,0,B,18,425.8
5238,380.2,0,A,1.0,0,F,528.7,120.0,F,120.0,1,0,M,1,120.0,A,572.5,F,2,43,0,ba3688b79939c2fbb71f422a17b3b3372f5fb993,1,120.0,B,1,0,1,60.0,1,2,540.0,0,0,0,0,0,B,18,371.0
5239,0.0,0,B,0.0,0,A,0.0,0.0,E,0.0,1,0,F,0,0.0,A,0.0,E,1,35,0,92bef27980bbcd7a3acb998b220541d3de648897,1,0.0,B,3,0,0,0.0,0,1,0.0,0,0,0,5,0,A,24,0.0
5240,0.0,0,C,0.0,0,B,0.0,0.0,B,0.0,1,0,M,0,0.0,A,0.0,B,1,31,0,bc640d96100fa8883cad13ed169d4976248b14ab,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,10,0,A,32,0.0
5241,402.4,0,A,1.0,0,A,545.0,120.0,A,120.0,0,0,F,1,100.0,A,503.2,A,1,26,0,085dcfcc219db1468348097c078914195f77cbee,1,120.0,B,3,0,1,40.0,1,1,500.0,0,0,0,4,0,A,21,385.6
5242,580.6,0,C,1.0,0,B,619.4,120.0,D,120.0,0,0,M,1,120.0,A,615.8,A,1,29,0,febd73212061cfce4a424d2c1561e471bfa90cab,1,120.0,B,3,0,1,120.0,1,1,600.0,0,0,0,3,0,B,21,438.7
5243,565.2,0,B,1.0,0,C,452.7,120.0,B,120.0,1,0,F,1,120.0,A,441.2,E,2,32,0,a269866eb2a20c23a452f634a882465a830352ed,1,120.0,B,2,0,1,80.0,1,2,560.0,0,0,0,0,0,A,18,347.0
5244,441.9,0,B,1.0,0,C,481.2,120.0,B,120.0,1,0,F,1,120.0,A,476.1,B,1,35,0,3b46f80591d23fda05a9b6bddac5789b62b05019,1,120.0,A,2,0,1,120.0,1,4,600.0,0,0,0,0,0,A,29,445.2
5245,408.1,0,A,1.0,0,D,533.3,160.0,E,120.0,1,0,F,1,120.0,A,579.2,F,2,15,0,7714e13d1e65480272e76c1694889fb827e11b01,1,140.0,B,3,0,1,100.0,1,2,640.0,0,0,0,0,0,A,19,376.4
5246,524.8,0,A,1.0,0,E,544.7,140.0,H,120.0,1,0,M,1,100.0,D,551.0,H,3,33,0,b51fe44cbc43575429cdb7a12cc99c417e6fe808,1,140.0,B,2,0,1,60.0,1,2,560.0,0,0,0,0,0,A,17,527.8
5247,462.4,0,C,3.0,0,B,367.6,0.0,B,0.0,1,0,M,1,0.0,A,431.7,A,1,31,0,de967b1458f480f07e49cf65098c5fd4c3c192f1,1,0.0,A,3,0,1,0.0,1,1,0.0,0,0,0,5,0,A,24,450.7
5248,0.0,0,A,0.0,0,D,0.0,0.0,C,0.0,1,0,M,0,0.0,A,0.0,C,1,35,0,5e7a0537f619efa127d3d8c9fcf29229a1eae4e0,1,0.0,A,2,0,0,0.0,0,4,0.0,0,0,0,0,0,A,18,0.0
5249,537.1,0,A,1.0,0,B,447.9,100.0,C,60.0,0,0,M,1,80.0,A,450.0,D,1,23,0,cae7ca84ebad6dd53400a15c1f7d6a25ee7a3514,1,100.0,A,1,0,1,20.0,1,3,360.0,0,0,0,0,0,A,18,366.7
5250,416.2,0,A,1.0,0,B,457.2,120.0,E,120.0,0,0,M,1,120.0,A,508.3,E,1,21,0,40f32ebda96c8d17317b0e3e9d3cd8ff733c737c,1,120.0,A,2,0,1,40.0,1,1,520.0,0,1,0,1,0,B,17,433.9
5251,431.0,0,A,1.0,0,B,399.2,120.0,C,100.0,1,0,F,1,100.0,A,439.0,C,2,23,0,cbdf2584a5b1721dde3fd197f1b82dee96f11e86,1,80.0,A,3,0,1,80.0,1,2,480.0,0,0,0,0,0,A,17,529.8
5252,487.0,0,A,4.0,0,B,404.5,0.0,A,0.0,1,0,M,1,0.0,A,360.8,A,1,23,0,482e247f8b7d7fe3931e526f9299cca5ee7a7b5a,1,0.0,A,3,0,1,0.0,1,3,0.0,0,0,0,0,0,A,18,421.0
5253,459.2,0,C,1.0,0,F,452.9,120.0,E,100.0,1,0,F,1,80.0,A,524.3,D,1,43,0,1f966452aa67fcabccbe23a0395c7103ed4b833d,1,100.0,A,1,0,1,100.0,1,1,500.0,0,0,0,8,0,A,31,470.8
5254,436.5,0,A,1.0,0,D,547.1,160.0,F,160.0,0,0,F,1,160.0,A,543.3,E,2,29,0,d22b9c2a887c6370b219ff185bffa0a04bcc0a77,1,160.0,B,3,0,1,120.0,1,2,760.0,0,0,0,0,0,B,17,431.5
5255,382.8,0,A,1.0,0,B,418.8,100.0,D,120.0,0,0,F,1,100.0,A,469.7,C,1,53,0,d38cf8407b89794fdcf3cd04b2e2279fb8f54fb5,1,100.0,A,3,0,1,60.0,1,4,480.0,0,0,0,0,0,A,19,435.4
5256,0.0,0,B,0.0,0,A,0.0,0.0,E,0.0,1,0,F,0,0.0,A,0.0,E,1,31,0,b7b1253929dce26d5128c0266fc3e71d9c3957fc,1,0.0,A,1,0,0,0.0,0,4,0.0,0,0,0,0,0,A,25,0.0
5257,509.4,0,A,1.0,0,F,618.0,140.0,E,140.0,0,0,F,1,120.0,D,604.6,E,3,41,0,3ea81585c37c303aa48e1b663427e5cdb17063a2,1,120.0,B,1,0,1,120.0,1,2,640.0,0,0,0,0,0,C,17,628.7
5258,614.1,0,A,1.0,0,C,641.4,160.0,E,160.0,1,0,F,1,160.0,A,640.1,B,1,31,0,7239cbb4174c217f0381201e8c9dfe1604e17469,1,160.0,B,1,0,1,120.0,1,1,760.0,0,0,0,10,0,B,29,657.7
5259,417.1,0,C,1.0,0,D,473.6,120.0,B,120.0,0,0,F,1,100.0,A,529.9,B,1,31,0,8221f0ba959bec103e2326dd7cfe2d89b019a351,1,100.0,B,2,0,1,40.0,1,1,480.0,0,0,0,4,0,B,22,480.0
5260,459.6,0,A,4.0,0,B,573.7,0.0,A,0.0,1,0,F,1,0.0,A,602.3,A,2,29,0,a41867df5be2a1f920311dfc51c9685ed5804299,1,0.0,A,2,0,1,0.0,1,2,0.0,0,0,0,0,0,A,19,422.8
5261,528.9,0,A,1.0,0,C,560.2,160.0,E,160.0,1,0,F,1,160.0,A,542.7,E,1,13,1,f614acb8fd37e1850233541d3716fef7ec6c1253,1,160.0,A,3,0,1,140.0,1,3,780.0,0,0,0,0,0,A,17,418.2
5262,449.9,0,A,1.0,0,B,461.9,140.0,D,140.0,1,0,F,1,140.0,A,419.4,D,2,23,0,70c77e6b99248ead02c594b19f54b3eb2b078ee1,1,120.0,A,3,0,1,100.0,1,2,640.0,0,0,0,0,0,A,18,405.3
5263,542.2,0,B,0.0,0,B,0.0,0.0,F,0.0,1,0,F,0,0.0,A,527.0,D,1,51,0,734e24b8ba39cc318e94416a23f0563ee4ec07b1,1,0.0,A,3,0,1,0.0,1,3,0.0,0,0,0,0,0,A,41,0.0
5264,515.9,0,B,1.0,0,C,602.1,120.0,C,100.0,0,0,F,1,100.0,A,620.8,B,1,43,0,6fd6cc8fa0834f3303bd5728d84d575214ed80cb,1,100.0,B,1,0,1,0.0,1,1,420.0,0,0,0,7,0,B,25,414.7
5265,438.9,0,A,1.0,0,C,524.3,80.0,E,80.0,0,0,F,1,80.0,A,560.7,B,2,31,0,6c8d3606fda896643f209e0f7fff434840807630,1,80.0,A,3,0,1,0.0,1,2,320.0,0,0,0,0,0,A,18,398.4
5266,395.1,0,A,1.0,0,B,446.6,80.0,D,120.0,1,0,F,1,100.0,A,456.2,D,2,23,0,712c907fc729f98468f99efafb9e9d2516fe4fe0,1,100.0,B,3,0,1,40.0,1,2,440.0,0,0,0,0,0,A,18,375.1
5267,420.6,0,A,1.0,0,C,467.9,120.0,E,100.0,0,0,F,1,120.0,A,425.4,B,2,29,0,1833c4957a5c547162e02bff33bc463f05456a73,1,120.0,B,3,0,1,100.0,1,2,560.0,0,0,0,0,0,B,17,428.6
5268,449.0,0,A,1.0,0,A,442.2,100.0,D,80.0,1,0,F,1,80.0,A,491.1,C,1,23,1,2c2bb4febb26f853a77b47feb9c4c9429b59ef51,1,80.0,A,1,0,1,60.0,1,3,400.0,0,0,0,0,0,A,16,373.8
5269,537.6,0,A,1.0,0,C,518.8,140.0,E,160.0,1,0,F,1,140.0,A,544.7,E,2,24,0,b9968b37d0542fb693102ff41109bf384771c560,1,160.0,B,3,0,1,140.0,1,2,740.0,0,0,0,0,0,A,18,386.1
5270,388.7,0,A,1.0,0,B,442.0,100.0,C,80.0,1,0,F,1,80.0,A,413.0,D,2,32,0,a61ec24614c363b53d72edcdde02a9f821eb89a1,1,100.0,A,3,0,1,40.0,1,2,400.0,0,0,0,0,0,A,18,414.7
5271,443.9,0,A,1.0,0,B,517.6,120.0,B,120.0,1,0,F,1,120.0,A,499.2,B,1,29,0,df212baa6e37f5feb46a1b0ca91dfb8547441ffd,1,120.0,A,3,0,1,80.0,1,1,560.0,0,0,0,1,0,A,18,406.4
5272,411.7,0,A,1.0,0,F,423.8,120.0,B,80.0,1,0,F,1,80.0,A,409.9,B,1,52,0,c081294711a6564a8554d0d7013eedc59eab71d7,1,80.0,B,1,0,1,60.0,1,1,420.0,0,0,0,2,0,C,19,445.6
5273,0.0,0,C,0.0,0,F,0.0,0.0,B,0.0,1,0,F,0,0.0,A,0.0,B,1,31,0,20afb35f2ac0d1a317a8844fc93a1ff71c9cea0d,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,5,0,B,23,0.0
5274,596.4,0,C,1.0,0,J,709.2,160.0,E,160.0,0,0,M,1,160.0,D,717.9,C,1,24,0,bc5c53d10b23db62a92e8fb26014a1effad625f6,1,140.0,B,4,0,1,140.0,1,1,760.0,0,0,0,10,0,B,38,633.3
5275,387.6,0,A,1.0,0,B,467.8,120.0,B,80.0,1,0,F,1,80.0,A,481.1,B,2,23,0,5cd673350c3aa4469242692bbe071a519f0e92d2,1,60.0,A,3,0,1,60.0,1,2,400.0,0,1,0,0,0,A,18,385.0
5276,412.5,0,C,1.0,0,E,521.2,140.0,D,140.0,1,0,M,1,120.0,A,535.5,B,2,29,0,e20857f079c35df94b2465e20a7389a6a7ac89ef,1,120.0,B,3,0,1,40.0,1,2,560.0,0,0,0,0,0,A,18,391.8
5277,0.0,0,B,0.0,0,F,0.0,0.0,C,0.0,1,0,F,0,0.0,A,0.0,H,1,43,0,4152bfb06ac5cd859971f3660e5de5fc3e340a7a,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,2,0,B,21,0.0
5278,442.4,0,A,1.0,0,B,491.9,120.0,C,120.0,1,0,F,1,100.0,A,378.3,B,1,25,0,e3bf4544424c8493cc8ff57b5dfa0977a1ac7681,1,80.0,A,3,0,1,20.0,1,1,440.0,0,0,0,2,0,A,19,406.7
5279,409.1,0,B,1.0,0,C,457.3,120.0,B,120.0,1,0,M,1,100.0,A,509.0,D,1,32,0,a7919f88a1ff2d7dd216775688c3042427bd1134,1,100.0,B,2,0,1,120.0,1,1,560.0,0,0,0,1,0,B,24,403.7
5280,0.0,0,B,0.0,0,C,0.0,0.0,D,0.0,0,0,F,0,0.0,A,0.0,B,1,52,0,c28eb14c54468e81baa50abd05d34dde410904de,1,0.0,A,0,0,0,0.0,0,1,0.0,0,0,0,9,0,A,32,0.0
5281,609.0,0,A,1.0,0,I,604.2,140.0,D,140.0,0,0,F,1,140.0,D,603.8,E,3,52,0,3378bba6683d3eb72d714a0ff96287ebe9d851e1,1,120.0,B,3,0,1,120.0,1,2,660.0,0,0,0,0,0,B,17,637.7
5282,448.6,0,A,1.0,0,B,563.8,140.0,D,120.0,0,0,F,1,120.0,A,554.1,E,1,23,1,86625462fa3699c9d100bf43f2e9d4c801977ac3,1,120.0,A,3,0,1,100.0,1,3,600.0,0,0,0,0,0,A,17,392.4
5283,444.0,0,C,1.0,0,E,425.7,160.0,C,40.0,1,0,M,1,40.0,A,483.2,E,1,51,0,0fc4080e31116d928e0613f0c465d72317e71d3c,1,80.0,A,3,0,1,0.0,1,1,320.0,0,0,0,9,0,A,26,455.0
5284,0.0,0,C,0.0,0,C,0.0,0.0,C,0.0,1,0,F,0,0.0,A,0.0,B,2,41,0,8f4822049bcfeb6b7450b3c0bcfde77badef54be,1,0.0,B,3,0,0,0.0,0,2,0.0,0,0,0,0,0,B,17,0.0
5285,419.5,0,A,1.0,0,C,560.7,120.0,E,120.0,1,0,F,1,140.0,A,511.4,E,2,53,0,7d2f61b4eb3107c0cddf2d45d45359432bf83a2c,1,120.0,B,2,0,1,120.0,1,2,620.0,0,0,0,0,0,B,17,348.1
5286,452.9,0,B,1.0,0,B,449.9,120.0,F,100.0,1,0,M,1,100.0,A,548.6,D,1,27,0,c451b05922abcae8225516475104569528e2f378,1,120.0,B,1,0,1,80.0,1,1,520.0,0,0,0,5,0,A,22,421.6
5287,437.8,0,A,1.0,0,B,547.0,120.0,B,120.0,1,0,M,1,140.0,A,592.3,B,2,23,0,012e5d33748391b2381f160ce433ddc8c44880b1,1,120.0,A,3,0,1,80.0,1,2,580.0,0,0,0,0,0,A,18,519.3
5288,385.3,0,A,1.0,0,D,518.4,80.0,H,80.0,1,0,M,1,40.0,A,463.7,E,1,50,1,a2ac65366ae34cad9ce886e4c7040170a2f87525,1,40.0,B,1,0,1,20.0,1,3,260.0,0,0,0,0,0,B,15,540.9
5289,556.7,0,A,1.0,0,B,563.1,120.0,E,120.0,0,0,M,1,140.0,A,632.6,D,1,31,0,c900c23f4e32ab1abc2d1110bccfd3ada0e14f5e,1,120.0,B,3,0,1,160.0,1,1,660.0,0,0,0,1,0,B,18,536.6
5290,496.5,0,A,1.0,0,C,570.9,120.0,B,120.0,1,0,F,1,100.0,A,544.0,B,1,51,1,c3191ce4cc03e273c11646bcb89f590008c99722,1,100.0,A,3,0,1,40.0,1,3,480.0,0,0,0,0,0,A,15,462.3
5291,0.0,0,A,0.0,0,A,0.0,0.0,F,0.0,0,0,M,0,0.0,D,0.0,F,1,35,0,d4d984e4e664d440d13897b22cee3eb0aea6fc50,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,2,0,D,19,0.0
5292,0.0,0,C,0.0,0,C,0.0,0.0,H,0.0,1,0,F,0,0.0,A,0.0,B,1,43,0,7dfe878fd348d147160f78e753f94c87b94f7bca,1,0.0,A,1,0,0,0.0,0,4,0.0,0,0,0,0,0,A,25,0.0
5293,430.6,0,B,1.0,0,C,463.5,120.0,B,120.0,1,0,M,1,100.0,A,411.8,B,2,15,0,5fb85d7fba3e262ad89ee53121009a4ba1210478,1,100.0,B,3,0,1,60.0,1,2,500.0,0,0,0,0,0,A,18,489.7
5294,432.4,0,A,1.0,0,B,524.2,120.0,A,120.0,1,0,F,1,120.0,A,481.4,A,1,41,0,63e82109a2baba6a9485b05b791ddd9aafce5c48,1,120.0,A,3,0,1,80.0,1,1,560.0,0,0,0,1,0,A,20,389.7
5295,402.6,0,A,1.0,0,G,520.5,80.0,D,60.0,1,0,F,1,60.0,A,530.9,D,2,35,0,9945381018b7876fa322a6d6025b2a40e6fe5b58,1,60.0,B,2,0,1,60.0,1,2,320.0,0,0,0,0,0,A,19,357.7
5296,430.3,0,C,1.0,0,D,489.7,80.0,C,100.0,1,0,F,1,80.0,A,486.3,D,1,21,0,397cda01e05c4de16ccf58c6dd42cf399c0e06aa,1,80.0,B,3,0,1,40.0,1,1,380.0,0,0,0,10,0,B,42,382.6
5297,447.3,0,A,1.0,0,E,433.0,120.0,B,100.0,1,0,M,1,100.0,A,500.6,B,2,32,0,3ede357f245c41c6f67d28eb50c5d4e420a03df9,1,120.0,A,1,0,1,80.0,1,2,520.0,0,0,0,0,0,B,19,413.0
5298,0.0,0,C,0.0,0,C,0.0,0.0,D,0.0,1,0,F,0,0.0,D,0.0,B,1,23,0,c34997c6c6fec3dbfa7873bdd96c72b3e1aafc83,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,4,0,A,23,0.0
5299,446.6,0,A,0.0,0,D,0.0,0.0,E,0.0,0,0,F,0,0.0,A,560.8,E,1,35,1,6b572eb22e82e5a67c60bceb05c699f0b7bd332f,1,0.0,A,3,0,1,0.0,1,3,0.0,0,0,0,0,0,A,16,0.0
5300,411.0,0,C,1.0,0,C,455.0,100.0,D,60.0,1,0,M,1,80.0,A,510.4,E,1,43,0,226bb2eb393a395b7725acdbe61afa82d2594309,2,100.0,A,1,0,1,20.0,1,1,360.0,0,0,0,9,0,A,32,448.3
5301,418.2,0,B,1.0,0,D,440.1,120.0,B,100.0,1,0,F,1,100.0,A,552.0,B,2,31,0,90e20c4e8d0532096923fbf993a907b49ca7b02c,1,100.0,A,2,0,1,40.0,1,2,460.0,0,0,0,0,0,A,43,552.7
5302,378.6,0,B,1.0,0,B,518.4,120.0,B,80.0,0,0,F,1,100.0,A,447.7,B,1,31,0,a8648c768076667c68f9d21dfa4b0db407e4a1f0,1,120.0,A,4,0,1,60.0,1,1,480.0,0,0,0,10,0,B,35,429.1
5303,0.0,0,C,0.0,0,B,0.0,0.0,D,0.0,1,0,F,0,0.0,A,0.0,B,1,35,0,9d0291aca1f9532342a62863c81d4477cdfac0b1,1,0.0,A,1,0,0,0.0,0,1,0.0,0,0,0,6,0,A,25,0.0
5304,393.4,0,A,1.0,0,C,520.8,140.0,E,120.0,0,0,F,1,120.0,A,426.8,D,2,13,0,ef5c1ba873a568ee7fd66acf8df0c63480d8f19e,1,120.0,B,3,0,1,20.0,1,2,520.0,0,0,0,0,0,A,17,474.9
5305,517.2,0,A,1.0,0,J,547.7,140.0,F,120.0,0,0,F,1,120.0,B,570.7,G,3,35,0,7cd4125b4440713f7199c0f4f6462679312718a8,1,120.0,B,1,0,1,40.0,1,2,540.0,0,0,0,0,0,B,18,647.9
5306,377.8,0,A,1.0,0,C,505.1,120.0,H,120.0,0,0,M,1,100.0,A,548.6,C,2,27,0,10923c8d8c8fbd261929ab1936d7a45d0076821a,1,120.0,A,1,0,1,80.0,1,2,540.0,0,0,0,0,0,A,17,412.0
5307,441.5,0,C,1.0,0,B,491.9,120.0,C,120.0,1,0,M,1,100.0,A,478.6,B,2,25,0,042aacbe85003c0b1ce196c632afac6ca5331b2f,1,120.0,A,3,0,1,80.0,1,2,540.0,0,0,0,0,0,A,19,411.3
5308,411.1,0,C,1.0,0,C,472.0,80.0,D,80.0,1,0,M,1,80.0,A,427.8,C,1,15,0,6a7984f160c1383b3c6332922f0bd8f31cb11abd,1,100.0,A,3,0,1,40.0,1,1,380.0,0,0,0,6,0,A,23,476.2
5309,0.0,0,A,0.0,0,C,0.0,0.0,D,0.0,0,0,F,0,0.0,A,0.0,E,2,31,0,19a1b73d240fb115400089f9048ed3cbe7fe56f5,1,0.0,A,3,0,0,0.0,0,2,0.0,0,0,0,0,0,B,18,0.0
5310,0.0,0,A,0.0,0,C,0.0,0.0,E,0.0,1,0,F,0,0.0,A,0.0,H,2,41,0,7bb96a073abf4eab0677e6940fb2ec0ee02560c6,1,0.0,A,3,0,0,0.0,0,2,0.0,0,0,0,0,0,A,17,0.0
5311,450.6,0,A,1.0,0,F,535.4,120.0,D,100.0,1,0,F,1,80.0,A,495.5,D,2,15,0,17769c96b5d25bc0f7560a7ef0b4cf233605deb4,1,100.0,A,3,0,1,80.0,1,2,480.0,0,0,0,0,0,A,18,352.9
5312,495.0,0,B,1.0,0,J,594.4,120.0,F,140.0,1,0,M,1,140.0,A,659.2,D,1,23,0,df702f442a0af334dd284128f8e201afa58a20f9,1,120.0,B,3,0,1,40.0,1,1,560.0,0,0,0,4,0,B,21,628.5
5313,468.0,0,A,8.0,0,J,564.7,0.0,B,0.0,1,0,F,1,0.0,D,637.3,E,1,33,0,44df0554ea66fb31398af262bd98bbac77f9170f,1,0.0,B,3,0,1,0.0,1,1,0.0,0,0,0,2,0,B,19,409.9
5314,469.9,0,C,1.0,0,C,414.9,100.0,C,120.0,1,0,M,1,80.0,A,438.4,C,1,51,0,b444426d49254dc1a26edf20e2fb3cab29b05131,2,100.0,B,3,0,1,0.0,1,1,400.0,0,0,0,1,0,B,20,455.4
5315,0.0,0,A,0.0,0,A,0.0,0.0,H,0.0,0,0,F,0,0.0,A,0.0,H,1,29,0,ae88cfc4f09a32741c7e1eef8e179965d8e68fc0,1,0.0,A,2,0,0,0.0,0,1,0.0,0,0,0,1,0,A,18,0.0
5316,580.9,0,C,1.0,0,E,573.8,140.0,E,120.0,0,0,M,1,140.0,A,509.0,C,1,35,0,4f971027bd58a84d4894a238655e38209c723b75,1,120.0,B,1,0,1,100.0,1,1,620.0,0,0,0,3,0,B,20,653.6
5317,395.1,0,C,1.0,0,B,438.6,80.0,B,80.0,1,0,F,1,80.0,A,508.0,B,1,33,0,748919f805296ed1c7503744811690c212db6824,1,80.0,B,3,0,1,40.0,1,1,360.0,0,0,0,2,0,A,20,361.6
5318,413.8,0,A,1.0,0,B,447.2,100.0,B,80.0,1,0,F,1,60.0,A,362.2,B,1,23,1,711901d461fc8260551344de425db61be9b3da65,1,100.0,A,3,0,1,40.0,1,3,380.0,0,0,0,0,0,A,16,402.1
5319,497.5,0,A,1.0,0,A,474.7,120.0,D,140.0,1,0,F,1,140.0,A,586.1,E,1,15,0,64a2d67e0b81c5fc7d28d00ba5f9b8ff48c60f31,1,120.0,A,2,0,1,0.0,1,1,520.0,0,0,0,2,0,A,19,423.2
5320,515.4,0,B,1.0,0,C,546.3,120.0,B,140.0,1,0,F,1,100.0,A,574.3,B,1,23,0,a8f80ab9c1ba4ecd9a8cab391d2e572b5eb92841,1,120.0,B,3,0,1,60.0,1,1,540.0,0,0,0,9,0,B,27,477.9
5321,559.4,0,A,1.0,0,H,466.4,120.0,E,120.0,1,0,M,1,120.0,A,494.5,E,1,29,1,341c041f7aa05e645ccbbc6797f989e9de6768f0,1,120.0,B,3,0,1,100.0,1,3,580.0,0,0,0,0,0,B,17,486.9
5322,0.0,0,A,0.0,0,B,0.0,0.0,B,0.0,1,0,M,0,0.0,A,0.0,B,1,23,0,83d4bbd1ad0cc16c783bb82c61c29b817096899d,1,0.0,A,3,0,0,0.0,0,3,0.0,0,0,0,0,0,A,18,0.0
5323,425.2,0,C,1.0,0,D,438.5,140.0,D,120.0,1,0,M,1,140.0,A,513.2,D,1,13,0,22e57870ddbba573af69a6f11bc2f69dec9bed3e,1,120.0,B,3,0,1,40.0,1,1,560.0,0,0,0,1,0,C,18,442.7
5324,412.4,0,A,4.0,0,B,479.6,0.0,B,0.0,1,0,M,1,0.0,A,475.9,G,2,26,0,641aa9db5e70cc434e7f32ffd3425a11dc54c557,1,0.0,A,3,0,1,0.0,1,2,0.0,0,0,0,0,0,A,17,464.7
5325,0.0,0,B,0.0,0,C,0.0,0.0,E,0.0,0,0,M,0,0.0,A,0.0,E,1,35,0,86fd4d07d15e35b940d6259b042e70848803e5b1,1,0.0,B,2,0,0,0.0,0,1,0.0,0,0,0,4,0,B,21,0.0
5326,500.4,0,B,1.0,0,C,497.0,120.0,E,80.0,1,0,F,1,100.0,C,456.2,E,2,41,0,ca61e707a3a37f03dbeebaa61d8288bc945f3384,1,100.0,A,1,0,1,40.0,1,2,440.0,0,0,0,0,0,A,26,353.1
5327,406.8,0,B,1.0,0,F,446.0,100.0,C,120.0,1,0,F,1,100.0,A,455.4,C,1,41,0,dc4ad685e1220c268a90c953935be765ef95f4d1,1,80.0,B,1,0,1,0.0,1,4,400.0,0,0,0,0,0,C,37,416.4
5328,399.9,0,A,1.0,0,C,367.1,120.0,E,120.0,0,0,M,1,120.0,A,447.0,D,1,31,0,0a4dd5c317822c20b0a8ea6aa3a4ae7a64538923,1,120.0,B,1,0,1,120.0,1,1,600.0,0,0,0,2,0,B,19,587.9
5329,0.0,0,B,0.0,0,A,0.0,0.0,B,0.0,0,0,F,0,0.0,A,0.0,C,1,33,0,f3f19edc202d0a6cd97191e5da79b4f78f0581c8,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,8,0,A,26,0.0
5330,453.4,0,C,1.0,0,H,547.4,120.0,C,140.0,1,0,M,1,120.0,A,617.8,C,1,43,0,6c66d7c7d1a6ddf174ff2fca253a1a7ada32b5f9,1,120.0,B,1,0,1,140.0,1,1,640.0,0,0,0,5,0,C,22,447.0
5331,415.8,0,C,1.0,0,B,439.4,140.0,B,120.0,1,0,F,1,100.0,A,469.5,B,1,29,0,32167cee74c0f40327446174ff9726178f11f508,1,100.0,A,3,0,1,120.0,1,1,580.0,0,0,0,5,0,A,24,417.5
5332,0.0,0,B,0.0,0,B,0.0,0.0,A,0.0,1,0,F,0,0.0,A,0.0,C,1,13,0,185539e2dcb77f676bbf4de897ace6e0d96f787d,1,0.0,A,3,0,0,0.0,0,1,0.0,0,0,0,1,0,A,25,0.0
5333,441.4,0,A,1.0,0,D,561.7,120.0,E,140.0,1,0,M,1,100.0,A,563.2,C,1,23,1,42057975b117605a3e029b215f29bba7dcf3eb51,1,120.0,B,1,0,1,60.0,1,3,540.0,0,0,0,0,0,A,16,506.8
5334,433.7,0,A,1.0,0,B,516.0,120.0,D,60.0,0,0,F,1,80.0,A,523.4,C,2,23,0,632238ef619791e8ea2760496d7fe6c8badc957c,1,80.0,A,3,0,1,40.0,1,2,380.0,0,0,0,0,0,A,16,387.5
5335,437.1,0,A,1.0,0,B,489.5,120.0,E,120.0,0,0,F,1,140.0,A,416.2,C,2,31,0,923230b3c6040606a2cc61ce15fbe217904e0d94,1,140.0,B,3,0,1,100.0,1,2,620.0,0,0,0,0,0,B,18,328.9
5336,0.0,0,C,0.0,0,K,0.0,0.0,D,0.0,0,0,M,0,0.0,A,0.0,D,1,41,0,0f218510bb9fd2f9495a9d1e3005509a3aec16d7,1,0.0,B,1,0,0,0.0,0,1,0.0,0,0,0,2,0,B,48,0.0
5337,425.3,0,A,1.0,0,B,451.0,120.0,H,80.0,1,0,M,1,80.0,A,484.2,H,2,21,0,6961851d2208e9d4520cedfb9e3622b141fb3c97,1,100.0,A,2,0,1,80.0,1,2,460.0,0,0,0,0,0,A,17,523.6
